Brand,Processor,Graphic Processor,Capacity,RAM Type,RAM Speed,SSD Capacity,SSD Type,Graphics Memory,Battery Capacity,Battery Type,Weight,Warranty,Wi-Fi Version,Bluetooth Version,Price (Rs),Category,Processor Tier,GPU Tier
Dell,Intel Core i3-1005G1,Intel UHD Graphics,4.0,DDR4,2400.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,2.2,1.0,5.0,4.1,43899.0,Budget,Midrange,Integrated
Lenovo,AMD Ryzen 7 4800U,AMD Radeon Graphics,8.0,DDR4,4266.0,256.0,"2.5"" SATA",0,45.0,Li-Po,1.33,1.0,5.0,4.0,70990.0,Business,High End,Integrated
MSI,Intel Core i3-1115G4,Intel UHD Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,1.6,1.0,6.0,5.2,59990.0,Business,Midrange,Integrated
Lenovo,Intel Core i7-13620H,Intel UHD Graphics,16.0,LPDDR5,5200.0,512.0,M.2,0,56.6,Li-Ion,1.4,1.0,6.0,5.1,80190.0,Business,High End,Integrated
Dell,Intel Core i5-11300H,NVIDIA GeForce MX450,16.0,DDR4,3200.0,512.0,"2.5"" SATA",2,50.0,Li-Ion,1.64,1.0,6.0,5.1,76990.0,Business,Upper Midrange,Entry Gaming
Lenovo,Intel Core i5-8250U,NVIDIA GeForce MX130,8.0,DDR4,2400.0,256.0,"2.5"" SATA",2,50.0,Li-Ion,1.69,1.0,Unknown,4.1,63925.0,Business,Upper Midrange,Entry Gaming
MSI,Intel Core i5-11260H,NVIDIA GeForce RTX 2050,8.0,DDR4,3200.0,256.0,"2.5"" SATA",4,52.0,Li-Ion,1.8,2.0,6.0,5.2,53990.0,Gaming,Upper Midrange,Entry Gaming
Lenovo,Intel Core i5-1135G7,Intel Iris Xe Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,1.26,1.0,6.0,5.1,69990.0,Business,Upper Midrange,Integrated
Lenovo,Intel Core i3-7130U,Intel HD 620,4.0,DDR4,2133.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,1.6,1.0,5.0,4.1,28990.0,Business,Midrange,Other
Dell,AMD Ryzen 3 3250U,AMD Radeon Graphics,8.0,DDR4,2400.0,256.0,"2.5"" SATA",0,45.0,Li-Ion,1.8,1.0,5.0,Unknown,41990.0,Budget,Midrange,Integrated
Asus,Intel Core i7-11370H,NVIDIA GeForce RTX 3060,16.0,DDR4,3200.0,512.0,"2.5"" SATA",6,90.0,Li-Ion,2.0,1.0,6.0,5.1,128990.0,Gaming,High End,Upper Midrange
Microsoft,Intel Core i5-7300U,Intel HD 620,8.0,DDR3,1600.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,0.77,1.0,5.0,4.1,73990.0,Business,Upper Midrange,Other
HP,Intel Core i5-8250U,NVIDIA GeForce MX150,8.0,LPDDR3,2133.0,256.0,"2.5"" SATA",2,50.0,Li-Ion,1.21,1.0,5.0,4.2,75990.0,Business,Upper Midrange,Entry Gaming
Asus,Intel Core i3-1115G4,Intel UHD Graphics,4.0,DDR4,3200.0,256.0,M.2/Optane,0,90.0,Li-Ion,1.6,1.0,5.0,4.2,37790.0,Business,Midrange,Integrated
Dell,Intel Pentium Dual Core 4415U,Intel HD 610,4.0,DDR4,2133.0,256.0,"2.5"" SATA",0,38.0,Li-Ion,2.18,1.0,5.0,4.1,28294.0,Budget,Budget,Other
Asus,intel Core i5-1135G7,Intel Iris Xe Graphics,16.0,LPDDR4X,3200.0,512.0,"2.5"" SATA",0,90.0,Li-Ion,1.14,1.0,6.0,5.0,69990.0,Business,Upper Midrange,Integrated
Asus,Intel Core i5-12500H,Intel Iris Xe Graphics,16.0,DDR4,3200.0,512.0,M.2,0,90.0,Li-Ion,1.7,1.0,6.0,5.3,51990.0,Business,Upper Midrange,Integrated
Asus,Intel Core i5-12500H,Intel Iris Xe Graphics,16.0,DDR4,3200.0,512.0,M.2/Optane,0,90.0,Li-Ion,1.92,1.0,5.0,5.3,50990.0,Student,Upper Midrange,Integrated
HP,AMD Ryzen 5 5600H,NVIDIA GeForce RTX 3050 Ti,8.0,DDR4,3200.0,256.0,M.2,4,70.0,Li-Po,1.98,1.0,Unknown,5.0,71050.0,Gaming,Upper Midrange,Entry Gaming
Dell,Intel Core i5-1155G7,Intel Iris Xe Graphics,16.0,DDR4,3200.0,512.0,"2.5"" SATA",0,52.0,Li-Ion,1.5,1.0,Unknown,Unknown,76090.0,Business,Upper Midrange,Integrated
MSI,Intel Core i7-8750H,NVIDIA GeForce GTX 1650,8.0,DDR4,2400.0,256.0,"2.5"" SATA",4,60.0,Li-Ion,1.86,1.0,5.0,5.0,84990.0,Gaming,High End,Entry Gaming
Lenovo,Intel Core i5-1235U,Intel UHD Graphics,8.0,DDR4,3200.0,256.0,M.2/Optane,0,52.0,Li-Ion,1.7,1.0,5.0,Unknown,65962.0,Business,Upper Midrange,Integrated
Lenovo,Intel Core i3-1035G1,Intel UHD Graphics,4.0,DDR4,3200.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,2.2,1.0,5.0,4.1,33500.0,Budget,Midrange,Integrated
HP,Intel Core i5-1155G7,Intel Iris Xe Graphics,16.0,DDR4,3200.0,512.0,"2.5"" SATA",0,52.0,Li-Ion,1.41,1.0,5.0,5.0,67990.0,Business,Upper Midrange,Integrated
Lenovo,Intel Core i5-1135G7,Intel Iris Xe Graphics,16.0,DDR4,3200.0,512.0,"2.5"" SATA",0,52.0,Li-Ion,1.43,1.0,6.0,5.0,87990.0,Business,Upper Midrange,Integrated
Microsoft,Intel Core i5-8250U,Intel UHD 620,8.0,LPDDR3,1866.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,0.77,1.0,5.0,4.1,107990.0,Business,Upper Midrange,Integrated
Dell,Intel Core i3,Intel UHD Graphics,4.0,DDR4,2666.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,2.17,1.0,5.0,5.0,37611.0,Budget,Midrange,Integrated
MSI,Intel Core i7-8750H,NVIDIA GeForce GTX 1050 Ti,8.0,DDR4,2400.0,256.0,"2.5"" SATA",4,60.0,Li-Po,1.86,1.0,5.0,5.0,99990.0,Student,High End,Entry Gaming
Lenovo,Intel Core i5-1135G7,Intel Iris Xe Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,1.7,1.0,5.0,5.1,69000.0,Business,Upper Midrange,Integrated
HP,AMD Ryzen 7 5800H,NVIDIA GeForce RTX 3060,16.0,DDR4,3200.0,512.0,M.2,6,70.0,Li-Ion,2.48,1.0,Unknown,5.2,107990.0,Gaming,High End,Upper Midrange
Asus,Intel Celeron Dual Core-N4500,Intel UHD Graphics,4.0,DDR4,3200.0,256.0,"2.5"" SATA",0,90.0,Li-Ion,1.4,1.0,5.0,4.2,29490.0,Business,Budget,Integrated
Asus,Intel Core i5-10210U,NVIDIA GeForce MX250,8.0,LPDDR3,2133.0,256.0,"2.5"" SATA",2,90.0,Li-Ion,1.5,1.0,6.0,5.0,79990.0,Business,Upper Midrange,Entry Gaming
Dell,Intel Core i7-7700HQ,NVIDIA GeForce GTX 1050 Ti,16.0,DDR4,2133.0,512.0,"2.5"" SATA",4,60.0,Li-Ion,2.62,1.0,5.0,4.2,104697.0,Student,High End,Entry Gaming
Asus,Intel Core i7-10750H,NVIDIA GeForce GTX 1660 Ti,16.0,DDR4,2933.0,512.0,"2.5"" SATA",6,90.0,Li-Ion,3.0,1.0,6.0,5.1,99990.0,Gaming,High End,Midrange
HP,Intel Core i7-1065G7,Intel Iris Graphics,8.0,DDR4,2666.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,1.46,1.0,5.0,5.0,72990.0,Business,High End,Integrated
Asus,Intel Core i5-1135G7,Intel Iris Xe Graphics,16.0,LPDDR4X,3200.0,512.0,"2.5"" SATA",0,90.0,Li-Ion,1.14,1.0,6.0,5.0,69990.0,Business,Upper Midrange,Integrated
HP,Intel Core i5-1135G7,Intel Iris Xe Graphics,16.0,DDR4,3200.0,512.0,M.2/Optane,0,52.0,Li-Ion,1.7,1.0,5.0,5.0,48500.0,Business,Upper Midrange,Integrated
Lenovo,AMD Ryzen 5 5500U,AMD Radeon Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,52.5,Li-Ion,1.5,1.0,5.0,5.0,78365.0,Business,Upper Midrange,Integrated
HP,AMD A6 9220,AMD Radeon R5,4.0,DDR4,2133.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,1.86,1.0,5.0,4.1,24990.0,Budget,Entry,Other
Acer,Intel Core i7-8550U,NVIDIA GeForce GTX 1050,8.0,DDR4,2133.0,256.0,"2.5"" SATA",4,60.0,Li-Ion,2.2,1.0,5.0,4.1,105554.0,Student,High End,Entry Gaming
Lenovo,AMD E2-9000,AMD Radeon R2,4.0,DDR4,2133.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,2.2,1.0,5.0,4.1,21820.0,Budget,Entry,Other
Acer,Intel Core i5-9300H,NVIDIA GeForce GTX 1650,8.0,DDR4,3200.0,256.0,"2.5"" SATA",4,60.0,Li-Ion,2.7,1.0,6.0,5.0,62990.0,Gaming,Upper Midrange,Entry Gaming
Acer,Intel Core i7-1165G7,Intel Iris Xe Graphics,16.0,DDR4,3200.0,512.0,"2.5"" SATA",0,52.0,Li-Ion,1.6,1.0,5.0,5.1,39990.0,Business,High End,Integrated
Microsoft,Intel Core i7-7660U,Intel Iris Plus 640,8.0,DDR3,1600.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,0.78,1.0,5.0,4.1,133999.0,Premium,High End,Integrated
HP,Intel Core i7-10870H,NVIDIA GeForce GTX 1650 Ti,16.0,DDR4,2933.0,512.0,"2.5"" SATA",4,60.0,Li-Po,2.23,1.0,6.0,5.0,91990.0,Gaming,High End,Entry Gaming
Acer,Intel Core i7-1165G7,Intel Iris Xe Graphics,16.0,DDR4,3200.0,512.0,"2.5"" SATA",0,52.0,Li-Ion,1.6,1.0,5.0,5.1,94050.0,Business,High End,Integrated
Lenovo,AMD Ryzen 7 7730U,AMD Radeon Graphics,16.0,LPDDR4X,3200.0,512.0,"2.5"" SATA",0,59.0,Li-Ion,1.37,1.0,6.0,5.1,87390.0,Business,High End,Integrated
Lenovo,AMD Ryzen 7 5700U,AMD Radeon Graphics,16.0,DDR4,3200.0,512.0,"2.5"" SATA",0,45.0,Li-Ion,1.32,1.0,6.0,5.0,74990.0,Business,High End,Integrated
Lenovo,AMD Ryzen 5 5500U,AMD Radeon Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,45.0,Li-Po,1.65,1.0,5.0,5.0,39990.0,Business,Upper Midrange,Integrated
Lenovo,Intel Core i3-1115G4,Intel UHD Graphics,4.0,DDR4,3200.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,1.7,1.0,5.0,5.1,44700.0,Business,Midrange,Integrated
HP,Intel Core i3-1005G1,NVIDIA GeForce MX130,4.0,DDR4,2666.0,256.0,"2.5"" SATA",2,50.0,Li-Ion,1.75,1.0,5.0,4.2,39990.0,Budget,Midrange,Entry Gaming
Lenovo,Intel Core i5-8250U,NVIDIA GeForce MX150,8.0,DDR4,2400.0,256.0,"2.5"" SATA",2,50.0,Li-Ion,1.69,1.0,5.0,4.1,63990.0,Business,Upper Midrange,Entry Gaming
Asus,Intel Core i5-1035G1,Intel UHD Graphics,8.0,DDR4,3200.0,256.0,M.2/Optane,0,90.0,Li-Ion,1.8,1.0,5.0,4.1,51990.0,Student,Upper Midrange,Integrated
HP,Intel Core i7-1250U,Intel Iris Xe Graphics,16.0,LPDDR4X,4266.0,512.0,"2.5"" SATA",0,52.0,Li-Ion,1.34,1.0,6.0,5.2,115500.0,Business,High End,Integrated
Asus,Intel Core i7-12700H,NVIDIA GeForce RTX 3060,16.0,DDR4,1752.0,512.0,"2.5"" SATA",6,90.0,Li-Po,2.2,1.0,6.0,5.2,99990.0,Gaming,High End,Upper Midrange
Asus,AMD Ryzen 5 5500U,AMD Radeon Graphics,8.0,DDR4,3200.0,256.0,M.2,0,90.0,Li-Ion,1.8,1.0,5.0,4.2,47990.0,Budget,Upper Midrange,Integrated
Acer,Intel Pentium Quad Core N3710,Intel HD Graphics,4.0,DDR3,1600.0,256.0,"2.5"" SATA",0,38.0,Li-Ion,2.1,1.0,5.0,4.0,16490.0,Budget,Budget,Integrated
Dell,AMD Ryzen 7 3700U,AMD Radeon RX Vega 10,8.0,DDR4,2400.0,256.0,"2.5"" SATA",0,45.0,Li-Ion,1.83,1.0,5.0,4.1,56990.0,Student,High End,Integrated
HP,Intel Core i7-1250U,Intel Iris Xe Graphics,16.0,LPDDR4X,4266.0,512.0,"2.5"" SATA",0,52.0,Li-Ion,1.32,1.0,5.0,Unknown,114990.0,Business,High End,Integrated
Lenovo,Intel Core i3-10110U,Intel UHD Graphics,8.0,DDR4,2666.0,256.0,"2.5"" SATA",0,52.0,Li-Po,1.7,2.0,Unknown,5.0,35990.0,Business,Midrange,Integrated
Lenovo,AMD Ryzen 3 5300U,AMD Radeon Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,45.0,Li-Po,1.7,1.0,5.0,5.0,37265.0,Business,Midrange,Integrated
Asus,Intel Core i3-1315U,Intel UHD Graphics,8.0,DDR4,3200.0,256.0,M.2,0,90.0,Li-Ion,1.7,1.0,6.0,5.0,36990.0,Business,Midrange,Integrated
Dell,Intel Core i5-7200U,Intel HD 620,8.0,DDR4,2400.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,2.18,1.0,5.0,4.1,45249.0,Budget,Upper Midrange,Other
Asus,Intel Core i3-1315U,Intel UHD Graphics,8.0,DDR4,3200.0,256.0,M.2/Optane,0,90.0,Li-Ion,1.7,1.0,6.0,5.0,42990.0,Business,Midrange,Integrated
HP,Intel Core i5-7200U,NVIDIA GeForce 940MX,8.0,DDR4,2133.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,1.63,1.0,5.0,4.2,61990.0,Business,Upper Midrange,Entry Gaming
Lenovo,Intel Core i5-1135G7,Intel Iris Xe Graphics,16.0,DDR4,3200.0,512.0,"2.5"" SATA",0,52.0,Li-Ion,1.4,1.0,6.0,5.1,61980.0,Business,Upper Midrange,Integrated
Asus,Intel Core i5-1240P,Intel Iris Xe Graphics,16.0,DDR4,3200.0,512.0,M.2,0,90.0,Li-Ion,1.5,1.0,6.0,5.0,62990.0,Business,Upper Midrange,Integrated
Lenovo,Intel Core i7-1360P,Intel Iris Xe Graphics,16.0,LPDDR5,5200.0,512.0,M.2,0,71.0,Li-Po,1.49,1.0,6.0,5.1,111490.0,Business,High End,Integrated
Lenovo,Intel Core i5-1035G1,NVIDIA GeForce MX350,8.0,LPDDR4X,3200.0,256.0,"2.5"" SATA",2,50.0,Li-Ion,1.55,1.0,6.0,5.0,49990.0,Business,Upper Midrange,Entry Gaming
Acer,AMD Ryzen 5 5500U,AMD Radeon Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,36.0,Li-Ion,1.59,1.0,6.0,5.1,32990.0,Business,Upper Midrange,Integrated
HP,Intel Core i7-7500U,NVIDIA GeForce 940MX,8.0,DDR4,2133.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,2.0,1.0,5.0,4.2,77997.0,Student,High End,Entry Gaming
Acer,Intel Core i7-7700HQ,NVIDIA GeForce GTX 1060,16.0,DDR4,2400.0,512.0,"2.5"" SATA",6,60.0,Li-Ion,3.7,1.0,5.0,4.1,129990.0,Gaming,High End,Midrange
HP,Intel Core i3-10110U,Intel UHD Graphics,8.0,DDR4,2666.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,1.65,1.0,6.0,5.0,49990.0,Business,Midrange,Integrated
Dell,Intel Core i7-7700HQ,NVIDIA GeForce GTX 1060,16.0,DDR4,2400.0,512.0,"2.5"" SATA",6,60.0,Li-Ion,2.2,1.0,5.0,4.2,114990.0,Gaming,High End,Midrange
Acer,Intel Core i3-1215U,Intel UHD Graphics,8.0,DDR4,3200.0,256.0,M.2,0,45.6,Li-Ion,1.45,1.0,6.0,5.2,43000.0,Business,Midrange,Integrated
MSI,Intel Core i7-11800H,NVIDIA GeForce RTX 3050,8.0,DDR4,3200.0,256.0,"2.5"" SATA",4,70.0,Li-Po,1.86,2.0,5.0,5.2,77990.0,Gaming,High End,Entry Gaming
Asus,AMD Ryzen 7 5700U,AMD Radeon Graphics,8.0,DDR4,3200.0,256.0,M.2,0,42.0,Li-Ion,1.4,1.0,6.0,5.0,67999.0,Business,High End,Integrated
Acer,Intel Core i3-1215U,Intel UHD Graphics,8.0,DDR4,3200.0,256.0,M.2,0,45.6,Li-Ion,1.45,1.0,6.0,5.2,27990.0,Business,Midrange,Integrated
Lenovo,AMD 3020e,AMD Radeon Graphics,4.0,DDR4,2400.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,1.85,1.0,5.0,5.0,25881.0,Budget,Entry,Integrated
MSI,Intel Core i7-1255U,Intel Iris Xe Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,1.4,1.0,6.0,5.2,42990.0,Business,High End,Integrated
HP,Intel Core i7-11800H,NVIDIA GeForce RTX 3060,16.0,DDR4,3200.0,512.0,"2.5"" SATA",6,70.0,Li-Ion,2.46,1.0,Unknown,5.0,109990.0,Gaming,High End,Upper Midrange
Acer,Intel Core i7-8750H,NVIDIA GeForce GTX 1060,8.0,DDR4,2133.0,256.0,"2.5"" SATA",6,60.0,Li-Ion,2.7,1.0,5.0,5.0,99990.0,Gaming,High End,Midrange
HP,AMD Dual-Core A9-9420,AMD Radeon R5,4.0,DDR4,2133.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,2.1,1.0,5.0,4.2,27775.0,Budget,Entry,Other
Dell,Intel Core i7-1165G7,Intel Iris Xe Graphics,16.0,DDR4,3200.0,512.0,"2.5"" SATA",0,52.0,Li-Ion,1.56,1.0,6.0,5.0,85550.0,Business,High End,Integrated
Acer,Intel Core i5-1235U,Intel Iris Xe Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,1.76,1.0,6.0,5.2,35999.0,Budget,Upper Midrange,Integrated
Asus,Intel Pentium Silver-N6000,Intel UHD Graphics,8.0,LPDDR4,2933.0,256.0,"2.5"" SATA",0,90.0,Li-Ion,1.0,1.0,6.0,5.2,47047.0,Business,Budget,Integrated
Asus,Intel Core i3-1315U,Intel UHD Graphics,8.0,DDR4,3200.0,256.0,M.2,0,90.0,Li-Ion,1.6,1.0,6.0,5.3,28290.0,Business,Midrange,Integrated
Lenovo,Intel Core i5-10210U,Intel UHD Graphics,8.0,DDR4,2666.0,256.0,M.2/Optane,0,52.0,Li-Ion,1.7,1.0,5.0,5.0,51000.0,Business,Upper Midrange,Integrated
Dell,Intel Core i5-1135G7,NVIDIA GeForce MX350,16.0,DDR4,3200.0,512.0,"2.5"" SATA",2,50.0,Li-Ion,1.56,1.0,6.0,5.0,83990.0,Business,Upper Midrange,Entry Gaming
Dell,AMD Ryzen 3 3250U,AMD Radeon Graphics,8.0,DDR4,2666.0,256.0,"2.5"" SATA",0,45.0,Li-Ion,1.8,1.0,5.0,5.0,44590.0,Budget,Midrange,Integrated
Asus,Intel Core i5-1135G7,NVIDIA GeForce MX450,8.0,LPDDR4X,3200.0,256.0,"2.5"" SATA",2,90.0,Li-Ion,1.29,1.0,6.0,5.0,79988.0,Business,Upper Midrange,Entry Gaming
Dell,AMD Ryzen 3 3250U,AMD Radeon Graphics,8.0,DDR4,2400.0,256.0,"2.5"" SATA",0,45.0,Li-Ion,1.8,1.0,5.0,5.0,36690.0,Budget,Midrange,Integrated
Dell,AMD Ryzen 3 5425U,AMD Radeon Graphics,8.0,DDR4,2666.0,256.0,"2.5"" SATA",0,45.0,Li-Ion,1.48,1.0,5.0,5.0,34999.0,Business,Midrange,Integrated
Asus,Intel Core i3-1125G4,Intel UHD Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,90.0,Li-Ion,1.4,1.0,6.0,5.0,32356.0,Business,Midrange,Integrated
HP,Intel Core i7-13700H,NVIDIA GeForce RTX 4050,16.0,DDR4,3200.0,512.0,"2.5"" SATA",6,70.0,Li-Ion,2.37,1.0,6.0,5.3,102999.0,Gaming,High End,Midrange
Lenovo,Intel Core i3-1115G4,Intel UHD Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,1.7,1.0,6.0,5.2,46990.0,Business,Midrange,Integrated
Asus,Intel Core i5-1135G7,Intel Iris Xe Graphics,16.0,DDR4,3200.0,512.0,"2.5"" SATA",0,90.0,Li-Ion,2.3,1.0,5.0,5.0,43427.0,Budget,Upper Midrange,Integrated
Asus,AMD A9-9420,AMD Radeon R5 M420,8.0,DDR4,2133.0,256.0,"2.5"" SATA",2,90.0,Li-Ion,2.3,1.0,5.0,4.1,32990.0,Budget,Entry,Other
Asus,Intel Pentium Quad Core N5030,Intel UHD 605,4.0,DDR4,3200.0,256.0,"2.5"" SATA",0,90.0,Li-Ion,1.8,1.0,5.0,4.1,28990.0,Budget,Budget,Integrated
HP,Intel Core i5-1235U,Intel UHD Graphics,16.0,DDR4,3200.0,512.0,M.2,0,41.0,Li-Ion,1.69,1.0,6.0,5.0,47999.0,Business,Upper Midrange,Integrated
Acer,Intel Core i5-8250U,Intel UHD 620,4.0,DDR4,2133.0,256.0,"2.5"" SATA",0,52.0,Li-Po,2.2,1.0,5.0,4.1,34990.0,Budget,Upper Midrange,Integrated
Asus,Intel Core i3-1220P,Intel Iris Xe Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,90.0,Li-Ion,1.5,1.0,6.0,5.0,44990.0,Business,Midrange,Integrated
Acer,AMD Ryzen 5 5500U,AMD Radeon Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,45.0,Li-Ion,1.59,1.0,5.0,Unknown,34000.0,Business,Upper Midrange,Integrated
Acer,Intel Core i5-7300HQ,NVIDIA GeForce GTX 1060,16.0,DDR4,2400.0,512.0,"2.5"" SATA",6,60.0,Li-Ion,3.7,1.0,5.0,4.1,114000.0,Gaming,Upper Midrange,Midrange
HP,Intel Celeron Dual Core N3060,Intel HD 400,4.0,DDR3,1600.0,256.0,"2.5"" SATA",0,38.0,Li-Ion,1.7,1.0,5.0,4.2,23231.0,Business,Budget,Other
MSI,Intel Core i7-1255U,Intel Iris Xe Graphics,16.0,DDR4,3200.0,512.0,M.2,0,39.3,Li-Ion,1.4,1.0,6.0,5.2,81711.0,Business,High End,Integrated
Acer,AMD Ryzen 5 5500U,AMD Radeon Graphics,16.0,DDR4,3200.0,512.0,"2.5"" SATA",0,45.0,Li-Ion,1.59,1.0,5.0,Unknown,39900.0,Business,Upper Midrange,Integrated
Asus,AMD Ryzen 7 4800H,NVIDIA GeForce RTX 3050,16.0,DDR4,3200.0,512.0,"2.5"" SATA",4,90.0,Li-Ion,2.6,1.0,6.0,5.1,77990.0,Gaming,High End,Entry Gaming
Samsung,Intel Core i5-1335U,Intel Iris Xe Graphics,16.0,LPDDR4X,3200.0,512.0,"2.5"" SATA",0,52.0,Li-Ion,1.57,1.0,6.0,5.1,79990.0,Business,Upper Midrange,Integrated
Acer,Intel Core i5-1235U,Intel Iris Xe Graphics,16.0,DDR4,3200.0,512.0,"2.5"" SATA",0,52.0,Li-Ion,1.7,1.0,5.0,5.0,61990.0,Business,Upper Midrange,Integrated
HP,Intel Core i7-11370H,NVIDIA GeForce GTX 1650,16.0,DDR4,3200.0,512.0,"2.5"" SATA",4,60.0,Li-Po,2.23,1.0,5.0,5.2,82299.0,Gaming,High End,Entry Gaming
Asus,Intel Core i3-8130U,Intel HD 620,4.0,DDR4,2133.0,256.0,"2.5"" SATA",0,90.0,Li-Ion,1.84,1.0,4.0,4.0,31990.0,Budget,Midrange,Other
Dell,Intel Core i3-1005G1,Intel HD Graphics,8.0,DDR4,2666.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,1.58,1.0,5.0,5.0,43325.0,Business,Midrange,Integrated
HP,AMD Ryzen 5 3500U,AMD Radeon Graphics,8.0,DDR4,2400.0,256.0,"2.5"" SATA",0,45.0,Li-Ion,1.5,1.0,4.0,4.0,33999.0,Business,Upper Midrange,Integrated
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,16.0,DDR4,3200.0,512.0,"2.5"" SATA",0,52.0,Li-Ion,1.51,1.0,6.0,5.2,76000.0,Business,Upper Midrange,Integrated
Lenovo,Intel Core i5-9300H,NVIDIA GeForce GTX 1050,8.0,DDR4,2400.0,256.0,"2.5"" SATA",4,60.0,Li-Po,2.2,1.0,5.0,4.2,52990.0,Student,Upper Midrange,Entry Gaming
Lenovo,Intel Core i5-13420H,Intel UHD Graphics,16.0,LPDDR5,4800.0,512.0,"2.5"" SATA",0,47.0,Li-Ion,1.62,1.0,6.0,5.1,57550.0,Business,Upper Midrange,Integrated
Acer,Intel Core Ultra 5-125H,Intel Arc Graphics,16.0,LPDDR5X,7200.0,512.0,"2.5"" SATA",0,65.0,Li-Ion,1.32,1.0,5.0,5.3,73649.0,Business,Upper Midrange,Integrated
HP,Intel Core i3-10110U,Intel UHD Graphics,4.0,DDR4,2666.0,256.0,"2.5"" SATA",0,52.0,Li-Po,1.65,1.0,6.0,5.0,39990.0,Business,Midrange,Integrated
HP,Intel Core i5-8250U,NVIDIA GeForce MX130,8.0,DDR4,2133.0,256.0,"2.5"" SATA",2,50.0,Li-Ion,1.59,1.0,5.0,4.2,72118.0,Business,Upper Midrange,Entry Gaming
Dell,AMD Ryzen 3 3250U,AMD Radeon Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,45.0,Li-Ion,1.8,1.0,5.0,Unknown,41490.0,Budget,Midrange,Integrated
HP,Intel Core i5-8250U,NVIDIA GeForce GT 940MX,8.0,DDR4,2400.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,2.02,1.0,5.0,4.2,58990.0,Student,Upper Midrange,Entry Gaming
HP,Intel Core i5-12450H,NVIDIA GeForce RTX 2050,16.0,DDR4,3200.0,512.0,M.2/Optane,4,52.0,Li-Ion,2.29,1.0,6.0,5.3,68990.0,Gaming,Upper Midrange,Entry Gaming
Acer,Intel Core i7-9750H,NVIDIA GeForce GTX 1650,8.0,DDR4,3200.0,256.0,"2.5"" SATA",4,60.0,Li-Ion,2.15,1.0,5.0,4.1,72439.0,Gaming,High End,Entry Gaming
Apple,Apple M3,Apple M3 GPU,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,52.6,Li-Po,1.24,1.0,6.0,5.3,126890.0,Premium,Midrange,Integrated
Avita,Intel Core i5-7Y54,Intel HD 615,8.0,DDR3,1600.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,1.46,1.0,5.0,4.0,42790.0,Business,Upper Midrange,Other
HP,Intel Core i5-12500H,Intel Iris Xe Graphics,16.0,DDR4,3200.0,512.0,"2.5"" SATA",0,52.0,Li-Ion,1.4,1.0,6.0,5.2,67999.0,Business,Upper Midrange,Integrated
Asus,Intel Core i5-1135G7,Intel Iris Xe Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,90.0,Li-Ion,1.5,1.0,Unknown,Unknown,63990.0,Business,Upper Midrange,Integrated
Xiaomi,Intel Core i5-12450H,NVIDIA GeForce MX550,16.0,LPDDR5,5200.0,512.0,"2.5"" SATA",2,50.0,Li-Ion,1.4,1.0,6.0,Unknown,84104.0,Business,Upper Midrange,Entry Gaming
MSI,AMD Ryzen 7 5700U,AMD Radeon Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,45.0,Li-Ion,1.6,1.0,5.0,5.1,78990.0,Business,High End,Integrated
